"Id","Date","Hour","TotalIntensity","AverageIntensity"
1503960366,2016-04-15,"x-PM11",95,1.583333
1503960366,2016-04-16,"a-AM12",15,0.25
1503960366,2016-04-16,"b-AM1",0,0
1503960366,2016-04-16,"c-AM2",3,0.05
1503960366,2016-04-16,"d-AM3",1,0.016667
1503960366,2016-04-16,"e-AM4",1,0.016667
1503960366,2016-04-16,"f-AM5",1,0.016667
1503960366,2016-04-16,"g-AM6",0,0
1503960366,2016-04-16,"h-AM7",4,0.066667
1503960366,2016-04-16,"i-AM8",9,0.15
1503960366,2016-04-16,"j-AM9",38,0.633333
1503960366,2016-04-16,"k-AM10",14,0.233333
1503960366,2016-04-16,"l-AM11",30,0.5
1503960366,2016-04-16,"m-PM12",42,0.7
1503960366,2016-04-16,"n-PM1",90,1.5
1503960366,2016-04-16,"o-PM2",20,0.333333
1503960366,2016-04-16,"p-PM3",0,0
1503960366,2016-04-16,"q-PM4",2,0.033333
1503960366,2016-04-16,"r-PM5",17,0.283333
1503960366,2016-04-16,"s-PM6",10,0.166667
1503960366,2016-04-16,"t-PM7",12,0.2
1503960366,2016-04-16,"u-PM8",19,0.316667
1503960366,2016-04-16,"v-PM9",13,0.216667
1503960366,2016-04-16,"w-PM10",3,0.05
1503960366,2016-04-16,"x-PM11",5,0.083333
1503960366,2016-04-17,"a-AM12",0,0
1503960366,2016-04-17,"b-AM1",0,0
1503960366,2016-04-17,"c-AM2",0,0
1503960366,2016-04-17,"d-AM3",1,0.016667
1503960366,2016-04-17,"e-AM4",0,0
1503960366,2016-04-17,"f-AM5",0,0
1503960366,2016-04-17,"g-AM6",0,0
1503960366,2016-04-17,"h-AM7",0,0
1503960366,2016-04-17,"i-AM8",0,0
1503960366,2016-04-17,"j-AM9",0,0
1503960366,2016-04-17,"k-AM10",0,0
1503960366,2016-04-17,"l-AM11",9,0.15
1503960366,2016-04-17,"m-PM12",18,0.3
1503960366,2016-04-17,"n-PM1",23,0.383333
1503960366,2016-04-17,"o-PM2",10,0.166667
1503960366,2016-04-17,"p-PM3",13,0.216667
1503960366,2016-04-17,"q-PM4",2,0.033333
1503960366,2016-04-17,"r-PM5",71,1.183333
1503960366,2016-04-17,"s-PM6",39,0.65
1503960366,2016-04-17,"t-PM7",24,0.4
1503960366,2016-04-17,"u-PM8",87,1.45
1503960366,2016-04-17,"v-PM9",16,0.266667
1503960366,2016-04-17,"w-PM10",5,0.083333
1503960366,2016-04-17,"x-PM11",0,0
1503960366,2016-04-18,"a-AM12",21,0.35
1503960366,2016-04-18,"b-AM1",0,0
1503960366,2016-04-18,"c-AM2",0,0
1503960366,2016-04-18,"d-AM3",0,0
1503960366,2016-04-18,"e-AM4",0,0
1503960366,2016-04-18,"f-AM5",0,0
1503960366,2016-04-18,"g-AM6",0,0
1503960366,2016-04-18,"h-AM7",0,0
1503960366,2016-04-18,"i-AM8",0,0
1503960366,2016-04-18,"j-AM9",39,0.65
1503960366,2016-04-18,"k-AM10",17,0.283333
1503960366,2016-04-18,"l-AM11",15,0.25
1503960366,2016-04-18,"m-PM12",40,0.666667
1503960366,2016-04-18,"n-PM1",9,0.15
1503960366,2016-04-18,"o-PM2",7,0.116667
1503960366,2016-04-18,"p-PM3",14,0.233333
1503960366,2016-04-18,"q-PM4",17,0.283333
1503960366,2016-04-18,"r-PM5",18,0.3
1503960366,2016-04-18,"s-PM6",114,1.9
1503960366,2016-04-18,"t-PM7",30,0.5
1503960366,2016-04-18,"u-PM8",2,0.033333
1503960366,2016-04-18,"v-PM9",11,0.183333
1503960366,2016-04-18,"w-PM10",19,0.316667
1503960366,2016-04-18,"x-PM11",18,0.3
1503960366,2016-04-19,"a-AM12",0,0
1503960366,2016-04-19,"b-AM1",1,0.016667
1503960366,2016-04-19,"c-AM2",0,0
1503960366,2016-04-19,"d-AM3",2,0.033333
1503960366,2016-04-19,"e-AM4",0,0
1503960366,2016-04-19,"f-AM5",0,0
1503960366,2016-04-19,"g-AM6",1,0.016667
1503960366,2016-04-19,"h-AM7",19,0.316667
1503960366,2016-04-19,"i-AM8",38,0.633333
1503960366,2016-04-19,"j-AM9",16,0.266667
1503960366,2016-04-19,"k-AM10",16,0.266667
1503960366,2016-04-19,"l-AM11",13,0.216667
1503960366,2016-04-19,"m-PM12",61,1.016667
1503960366,2016-04-19,"n-PM1",65,1.083333
1503960366,2016-04-19,"o-PM2",12,0.2
1503960366,2016-04-19,"p-PM3",12,0.2
1503960366,2016-04-19,"q-PM4",9,0.15
1503960366,2016-04-19,"r-PM5",13,0.216667
1503960366,2016-04-19,"s-PM6",30,0.5
1503960366,2016-04-19,"t-PM7",31,0.516667
1503960366,2016-04-19,"u-PM8",69,1.15
1503960366,2016-04-19,"v-PM9",16,0.266667
1503960366,2016-04-19,"w-PM10",4,0.066667
1503960366,2016-04-19,"x-PM11",48,0.8
1503960366,2016-04-20,"a-AM12",2,0.033333
1503960366,2016-04-20,"b-AM1",2,0.033333
1503960366,2016-04-20,"c-AM2",0,0
1503960366,2016-04-20,"d-AM3",0,0
1503960366,2016-04-20,"e-AM4",0,0
1503960366,2016-04-20,"f-AM5",0,0
1503960366,2016-04-20,"g-AM6",0,0
1503960366,2016-04-20,"h-AM7",3,0.05
1503960366,2016-04-20,"i-AM8",14,0.233333
1503960366,2016-04-20,"j-AM9",50,0.833333
1503960366,2016-04-20,"k-AM10",13,0.216667
1503960366,2016-04-20,"l-AM11",1,0.016667
1503960366,2016-04-20,"m-PM12",8,0.133333
1503960366,2016-04-20,"n-PM1",5,0.083333
1503960366,2016-04-20,"o-PM2",39,0.65
1503960366,2016-04-20,"p-PM3",21,0.35
1503960366,2016-04-20,"q-PM4",11,0.183333
1503960366,2016-04-20,"r-PM5",2,0.033333
1503960366,2016-04-20,"s-PM6",32,0.533333
1503960366,2016-04-20,"t-PM7",36,0.6
1503960366,2016-04-20,"u-PM8",12,0.2
1503960366,2016-04-20,"v-PM9",22,0.366667
1503960366,2016-04-20,"w-PM10",7,0.116667
1503960366,2016-04-20,"x-PM11",33,0.55
1503960366,2016-04-21,"a-AM12",2,0.033333
1503960366,2016-04-21,"b-AM1",8,0.133333
1503960366,2016-04-21,"c-AM2",5,0.083333
1503960366,2016-04-21,"d-AM3",0,0
1503960366,2016-04-21,"e-AM4",0,0
1503960366,2016-04-21,"f-AM5",0,0
1503960366,2016-04-21,"g-AM6",0,0
1503960366,2016-04-21,"h-AM7",3,0.05
1503960366,2016-04-21,"i-AM8",15,0.25
1503960366,2016-04-21,"j-AM9",26,0.433333
1503960366,2016-04-21,"k-AM10",16,0.266667
1503960366,2016-04-21,"l-AM11",0,0
1503960366,2016-04-21,"m-PM12",11,0.183333
1503960366,2016-04-21,"n-PM1",25,0.416667
1503960366,2016-04-21,"o-PM2",2,0.033333
1503960366,2016-04-21,"p-PM3",8,0.133333
1503960366,2016-04-21,"q-PM4",4,0.066667
1503960366,2016-04-21,"r-PM5",5,0.083333
1503960366,2016-04-21,"s-PM6",9,0.15
1503960366,2016-04-21,"t-PM7",8,0.133333
1503960366,2016-04-21,"u-PM8",92,1.533333
1503960366,2016-04-21,"v-PM9",21,0.35
1503960366,2016-04-21,"w-PM10",9,0.15
1503960366,2016-04-21,"x-PM11",15,0.25
1503960366,2016-04-22,"a-AM12",0,0
1503960366,2016-04-22,"b-AM1",0,0
1503960366,2016-04-22,"c-AM2",0,0
1503960366,2016-04-22,"d-AM3",0,0
1503960366,2016-04-22,"e-AM4",0,0
1503960366,2016-04-22,"f-AM5",0,0
1503960366,2016-04-22,"g-AM6",0,0
1503960366,2016-04-22,"h-AM7",0,0
1503960366,2016-04-22,"i-AM8",0,0
1503960366,2016-04-22,"j-AM9",13,0.216667
1503960366,2016-04-22,"k-AM10",2,0.033333
1503960366,2016-04-22,"l-AM11",34,0.566667
1503960366,2016-04-22,"m-PM12",2,0.033333
1503960366,2016-04-22,"n-PM1",4,0.066667
1503960366,2016-04-22,"o-PM2",0,0
1503960366,2016-04-22,"p-PM3",10,0.166667
1503960366,2016-04-22,"q-PM4",4,0.066667
1503960366,2016-04-22,"r-PM5",18,0.3
1503960366,2016-04-22,"s-PM6",23,0.383333
1503960366,2016-04-22,"t-PM7",16,0.266667
1503960366,2016-04-22,"u-PM8",13,0.216667
1503960366,2016-04-22,"v-PM9",159,2.65
1503960366,2016-04-22,"w-PM10",30,0.5
1503960366,2016-04-22,"x-PM11",54,0.9
1503960366,2016-04-23,"a-AM12",9,0.15
1503960366,2016-04-23,"b-AM1",0,0
1503960366,2016-04-23,"c-AM2",1,0.016667
1503960366,2016-04-23,"d-AM3",0,0
1503960366,2016-04-23,"e-AM4",0,0
1503960366,2016-04-23,"f-AM5",0,0
1503960366,2016-04-23,"g-AM6",2,0.033333
1503960366,2016-04-23,"h-AM7",0,0
1503960366,2016-04-23,"i-AM8",8,0.133333
1503960366,2016-04-23,"j-AM9",17,0.283333
1503960366,2016-04-23,"k-AM10",4,0.066667
1503960366,2016-04-23,"l-AM11",11,0.183333
1503960366,2016-04-23,"m-PM12",49,0.816667
1503960366,2016-04-23,"n-PM1",51,0.85
1503960366,2016-04-23,"o-PM2",20,0.333333
1503960366,2016-04-23,"p-PM3",15,0.25
1503960366,2016-04-23,"q-PM4",52,0.866667
1503960366,2016-04-23,"r-PM5",26,0.433333
1503960366,2016-04-23,"s-PM6",66,1.1
1503960366,2016-04-23,"t-PM7",2,0.033333
1503960366,2016-04-23,"u-PM8",9,0.15
1503960366,2016-04-23,"v-PM9",54,0.9
1503960366,2016-04-23,"w-PM10",25,0.416667
1503960366,2016-04-23,"x-PM11",6,0.1
1503960366,2016-04-24,"a-AM12",10,0.166667
1503960366,2016-04-24,"b-AM1",2,0.033333
1503960366,2016-04-24,"c-AM2",0,0
1503960366,2016-04-24,"d-AM3",0,0
1503960366,2016-04-24,"e-AM4",1,0.016667
1503960366,2016-04-24,"f-AM5",0,0
1503960366,2016-04-24,"g-AM6",1,0.016667
1503960366,2016-04-24,"h-AM7",0,0
1503960366,2016-04-24,"i-AM8",1,0.016667
1503960366,2016-04-24,"j-AM9",8,0.133333
1503960366,2016-04-24,"k-AM10",26,0.433333
1503960366,2016-04-24,"l-AM11",12,0.2
1503960366,2016-04-24,"m-PM12",12,0.2
1503960366,2016-04-24,"n-PM1",12,0.2
1503960366,2016-04-24,"o-PM2",1,0.016667
1503960366,2016-04-24,"p-PM3",2,0.033333
1503960366,2016-04-24,"q-PM4",29,0.483333
1503960366,2016-04-24,"r-PM5",25,0.416667
1503960366,2016-04-24,"s-PM6",40,0.666667
1503960366,2016-04-24,"t-PM7",131,2.183333
1503960366,2016-04-24,"u-PM8",18,0.3
1503960366,2016-04-24,"v-PM9",17,0.283333
1503960366,2016-04-24,"w-PM10",7,0.116667
1503960366,2016-04-24,"x-PM11",10,0.166667
1503960366,2016-04-25,"a-AM12",8,0.133333
1503960366,2016-04-25,"b-AM1",3,0.05
1503960366,2016-04-25,"c-AM2",6,0.1
1503960366,2016-04-25,"d-AM3",0,0
1503960366,2016-04-25,"e-AM4",2,0.033333
1503960366,2016-04-25,"f-AM5",1,0.016667
1503960366,2016-04-25,"g-AM6",0,0
1503960366,2016-04-25,"h-AM7",3,0.05
1503960366,2016-04-25,"i-AM8",22,0.366667
1503960366,2016-04-25,"j-AM9",46,0.766667
1503960366,2016-04-25,"k-AM10",12,0.2
1503960366,2016-04-25,"l-AM11",24,0.4
1503960366,2016-04-25,"m-PM12",19,0.316667
1503960366,2016-04-25,"n-PM1",13,0.216667
1503960366,2016-04-25,"o-PM2",5,0.083333
1503960366,2016-04-25,"p-PM3",13,0.216667
1503960366,2016-04-25,"q-PM4",10,0.166667
1503960366,2016-04-25,"r-PM5",8,0.133333
1503960366,2016-04-25,"s-PM6",6,0.1
1503960366,2016-04-25,"t-PM7",86,1.433333
1503960366,2016-04-25,"u-PM8",30,0.5
1503960366,2016-04-25,"v-PM9",132,2.2
1503960366,2016-04-25,"w-PM10",11,0.183333
1503960366,2016-04-25,"x-PM11",3,0.05
1503960366,2016-04-26,"a-AM12",4,0.066667
1503960366,2016-04-26,"b-AM1",11,0.183333
1503960366,2016-04-26,"c-AM2",0,0
1503960366,2016-04-26,"d-AM3",11,0.183333
1503960366,2016-04-26,"e-AM4",0,0
1503960366,2016-04-26,"f-AM5",1,0.016667
1503960366,2016-04-26,"g-AM6",0,0
1503960366,2016-04-26,"h-AM7",3,0.05
1503960366,2016-04-26,"i-AM8",13,0.216667
1503960366,2016-04-26,"j-AM9",31,0.516667
1503960366,2016-04-26,"k-AM10",22,0.366667
1503960366,2016-04-26,"l-AM11",17,0.283333
1503960366,2016-04-26,"m-PM12",10,0.166667
1503960366,2016-04-26,"n-PM1",42,0.7
1503960366,2016-04-26,"o-PM2",60,1
1503960366,2016-04-26,"p-PM3",9,0.15
1503960366,2016-04-26,"q-PM4",22,0.366667
1503960366,2016-04-26,"r-PM5",5,0.083333
1503960366,2016-04-26,"s-PM6",72,1.2
1503960366,2016-04-26,"t-PM7",15,0.25
1503960366,2016-04-26,"u-PM8",26,0.433333
1503960366,2016-04-26,"v-PM9",14,0.233333
1503960366,2016-04-26,"w-PM10",9,0.15
1503960366,2016-04-26,"x-PM11",21,0.35
1503960366,2016-04-27,"a-AM12",10,0.166667
1503960366,2016-04-27,"b-AM1",5,0.083333
1503960366,2016-04-27,"c-AM2",2,0.033333
1503960366,2016-04-27,"d-AM3",0,0
1503960366,2016-04-27,"e-AM4",0,0
1503960366,2016-04-27,"f-AM5",0,0
1503960366,2016-04-27,"g-AM6",0,0
1503960366,2016-04-27,"h-AM7",0,0
1503960366,2016-04-27,"i-AM8",0,0
1503960366,2016-04-27,"j-AM9",33,0.55
1503960366,2016-04-27,"k-AM10",27,0.45
1503960366,2016-04-27,"l-AM11",23,0.383333
1503960366,2016-04-27,"m-PM12",12,0.2
1503960366,2016-04-27,"n-PM1",13,0.216667
1503960366,2016-04-27,"o-PM2",35,0.583333
1503960366,2016-04-27,"p-PM3",6,0.1
1503960366,2016-04-27,"q-PM4",7,0.116667
1503960366,2016-04-27,"r-PM5",13,0.216667
1503960366,2016-04-27,"s-PM6",73,1.216667
1503960366,2016-04-27,"t-PM7",150,2.5
1503960366,2016-04-27,"u-PM8",70,1.166667
1503960366,2016-04-27,"v-PM9",20,0.333333
1503960366,2016-04-27,"w-PM10",0,0
1503960366,2016-04-27,"x-PM11",0,0
1503960366,2016-04-28,"a-AM12",0,0
1503960366,2016-04-28,"b-AM1",10,0.166667
1503960366,2016-04-28,"c-AM2",0,0
1503960366,2016-04-28,"d-AM3",0,0
1503960366,2016-04-28,"e-AM4",0,0
1503960366,2016-04-28,"f-AM5",0,0
1503960366,2016-04-28,"g-AM6",0,0
1503960366,2016-04-28,"h-AM7",1,0.016667
1503960366,2016-04-28,"i-AM8",11,0.183333
1503960366,2016-04-28,"j-AM9",38,0.633333
1503960366,2016-04-28,"k-AM10",19,0.316667
1503960366,2016-04-28,"l-AM11",10,0.166667
1503960366,2016-04-28,"m-PM12",16,0.266667
1503960366,2016-04-28,"n-PM1",33,0.55
1503960366,2016-04-28,"o-PM2",47,0.783333
1503960366,2016-04-28,"p-PM3",5,0.083333
1503960366,2016-04-28,"q-PM4",10,0.166667
1503960366,2016-04-28,"r-PM5",11,0.183333
1503960366,2016-04-28,"s-PM6",56,0.933333
1503960366,2016-04-28,"t-PM7",1,0.016667
1503960366,2016-04-28,"u-PM8",50,0.833333
1503960366,2016-04-28,"v-PM9",21,0.35
1503960366,2016-04-28,"w-PM10",2,0.033333
1503960366,2016-04-28,"x-PM11",48,0.8
1503960366,2016-04-29,"a-AM12",9,0.15
1503960366,2016-04-29,"b-AM1",0,0
1503960366,2016-04-29,"c-AM2",4,0.066667
1503960366,2016-04-29,"d-AM3",0,0
1503960366,2016-04-29,"e-AM4",0,0
1503960366,2016-04-29,"f-AM5",0,0
1503960366,2016-04-29,"g-AM6",0,0
1503960366,2016-04-29,"h-AM7",3,0.05
1503960366,2016-04-29,"i-AM8",13,0.216667
1503960366,2016-04-29,"j-AM9",33,0.55
1503960366,2016-04-29,"k-AM10",4,0.066667
1503960366,2016-04-29,"l-AM11",4,0.066667
1503960366,2016-04-29,"m-PM12",6,0.1
1503960366,2016-04-29,"n-PM1",6,0.1
1503960366,2016-04-29,"o-PM2",56,0.933333
1503960366,2016-04-29,"p-PM3",23,0.383333
1503960366,2016-04-29,"q-PM4",10,0.166667
1503960366,2016-04-29,"r-PM5",9,0.15
1503960366,2016-04-29,"s-PM6",5,0.083333
1503960366,2016-04-29,"t-PM7",11,0.183333
1503960366,2016-04-29,"u-PM8",16,0.266667
1503960366,2016-04-29,"v-PM9",20,0.333333
1503960366,2016-04-29,"w-PM10",27,0.45
1503960366,2016-04-29,"x-PM11",56,0.933333
1503960366,2016-04-30,"a-AM12",1,0.016667
1503960366,2016-04-30,"b-AM1",7,0.116667
1503960366,2016-04-30,"c-AM2",0,0
1503960366,2016-04-30,"d-AM3",1,0.016667
1503960366,2016-04-30,"e-AM4",0,0
1503960366,2016-04-30,"f-AM5",0,0
1503960366,2016-04-30,"g-AM6",0,0
1503960366,2016-04-30,"h-AM7",0,0
1503960366,2016-04-30,"i-AM8",3,0.05
1503960366,2016-04-30,"j-AM9",11,0.183333
1503960366,2016-04-30,"k-AM10",17,0.283333
1503960366,2016-04-30,"l-AM11",7,0.116667
1503960366,2016-04-30,"m-PM12",4,0.066667
1503960366,2016-04-30,"n-PM1",11,0.183333
1503960366,2016-04-30,"o-PM2",22,0.366667
1503960366,2016-04-30,"p-PM3",26,0.433333
1503960366,2016-04-30,"q-PM4",99,1.65
1503960366,2016-04-30,"r-PM5",55,0.916667
1503960366,2016-04-30,"s-PM6",71,1.183333
1503960366,2016-04-30,"t-PM7",4,0.066667
1503960366,2016-04-30,"u-PM8",5,0.083333
1503960366,2016-04-30,"v-PM9",22,0.366667
1503960366,2016-04-30,"w-PM10",47,0.783333
1503960366,2016-04-30,"x-PM11",28,0.466667
1503960366,2016-05-01,"a-AM12",9,0.15
1503960366,2016-05-01,"b-AM1",8,0.133333
1503960366,2016-05-01,"c-AM2",2,0.033333
1503960366,2016-05-01,"d-AM3",1,0.016667
1503960366,2016-05-01,"e-AM4",0,0
1503960366,2016-05-01,"f-AM5",0,0
1503960366,2016-05-01,"g-AM6",0,0
1503960366,2016-05-01,"h-AM7",3,0.05
1503960366,2016-05-01,"i-AM8",6,0.1
1503960366,2016-05-01,"j-AM9",12,0.2
1503960366,2016-05-01,"k-AM10",6,0.1
1503960366,2016-05-01,"l-AM11",10,0.166667
1503960366,2016-05-01,"m-PM12",10,0.166667
1503960366,2016-05-01,"n-PM1",5,0.083333
1503960366,2016-05-01,"o-PM2",25,0.416667
1503960366,2016-05-01,"p-PM3",21,0.35
1503960366,2016-05-01,"q-PM4",23,0.383333
1503960366,2016-05-01,"r-PM5",33,0.55
1503960366,2016-05-01,"s-PM6",70,1.166667
1503960366,2016-05-01,"t-PM7",14,0.233333
1503960366,2016-05-01,"u-PM8",6,0.1
1503960366,2016-05-01,"v-PM9",25,0.416667
1503960366,2016-05-01,"w-PM10",50,0.833333
1503960366,2016-05-01,"x-PM11",76,1.266667
1503960366,2016-05-02,"a-AM12",0,0
1503960366,2016-05-02,"b-AM1",7,0.116667
1503960366,2016-05-02,"c-AM2",0,0
1503960366,2016-05-02,"d-AM3",1,0.016667
1503960366,2016-05-02,"e-AM4",0,0
1503960366,2016-05-02,"f-AM5",0,0
1503960366,2016-05-02,"g-AM6",0,0
1503960366,2016-05-02,"h-AM7",3,0.05
1503960366,2016-05-02,"i-AM8",12,0.2
1503960366,2016-05-02,"j-AM9",30,0.5
1503960366,2016-05-02,"k-AM10",19,0.316667
1503960366,2016-05-02,"l-AM11",16,0.266667
1503960366,2016-05-02,"m-PM12",64,1.066667
1503960366,2016-05-02,"n-PM1",21,0.35
1503960366,2016-05-02,"o-PM2",13,0.216667
1503960366,2016-05-02,"p-PM3",11,0.183333
1503960366,2016-05-02,"q-PM4",24,0.4
1503960366,2016-05-02,"r-PM5",12,0.2
1503960366,2016-05-02,"s-PM6",9,0.15
1503960366,2016-05-02,"t-PM7",13,0.216667
1503960366,2016-05-02,"u-PM8",105,1.75
1503960366,2016-05-02,"v-PM9",25,0.416667
1503960366,2016-05-02,"w-PM10",28,0.466667
1503960366,2016-05-02,"x-PM11",17,0.283333
1503960366,2016-05-03,"a-AM12",3,0.05
1503960366,2016-05-03,"b-AM1",6,0.1
1503960366,2016-05-03,"c-AM2",1,0.016667
1503960366,2016-05-03,"d-AM3",5,0.083333
1503960366,2016-05-03,"e-AM4",0,0
1503960366,2016-05-03,"f-AM5",0,0
1503960366,2016-05-03,"g-AM6",2,0.033333
1503960366,2016-05-03,"h-AM7",3,0.05
1503960366,2016-05-03,"i-AM8",11,0.183333
1503960366,2016-05-03,"j-AM9",24,0.4
1503960366,2016-05-03,"k-AM10",25,0.416667
1503960366,2016-05-03,"l-AM11",12,0.2
1503960366,2016-05-03,"m-PM12",17,0.283333
1503960366,2016-05-03,"n-PM1",23,0.383333
1503960366,2016-05-03,"o-PM2",26,0.433333
1503960366,2016-05-03,"p-PM3",46,0.766667
1503960366,2016-05-03,"q-PM4",33,0.55
1503960366,2016-05-03,"r-PM5",18,0.3
1503960366,2016-05-03,"s-PM6",86,1.433333
1503960366,2016-05-03,"t-PM7",5,0.083333
1503960366,2016-05-03,"u-PM8",1,0.016667
1503960366,2016-05-03,"v-PM9",37,0.616667
1503960366,2016-05-03,"w-PM10",58,0.966667
1503960366,2016-05-03,"x-PM11",10,0.166667
1503960366,2016-05-04,"a-AM12",17,0.283333
1503960366,2016-05-04,"b-AM1",2,0.033333
1503960366,2016-05-04,"c-AM2",0,0
1503960366,2016-05-04,"d-AM3",0,0
1503960366,2016-05-04,"e-AM4",0,0
1503960366,2016-05-04,"f-AM5",0,0
1503960366,2016-05-04,"g-AM6",0,0
1503960366,2016-05-04,"h-AM7",0,0
1503960366,2016-05-04,"i-AM8",4,0.066667
1503960366,2016-05-04,"j-AM9",22,0.366667
1503960366,2016-05-04,"k-AM10",26,0.433333
1503960366,2016-05-04,"l-AM11",7,0.116667
1503960366,2016-05-04,"m-PM12",12,0.2
1503960366,2016-05-04,"n-PM1",16,0.266667
1503960366,2016-05-04,"o-PM2",67,1.116667
1503960366,2016-05-04,"p-PM3",7,0.116667
1503960366,2016-05-04,"q-PM4",6,0.1
1503960366,2016-05-04,"r-PM5",11,0.183333
1503960366,2016-05-04,"s-PM6",62,1.033333
1503960366,2016-05-04,"t-PM7",19,0.316667
1503960366,2016-05-04,"u-PM8",30,0.5
1503960366,2016-05-04,"v-PM9",39,0.65
1503960366,2016-05-04,"w-PM10",8,0.133333
1503960366,2016-05-04,"x-PM11",0,0
1503960366,2016-05-05,"a-AM12",6,0.1
1503960366,2016-05-05,"b-AM1",6,0.1
1503960366,2016-05-05,"c-AM2",2,0.033333
1503960366,2016-05-05,"d-AM3",0,0
